ddi_id,drug1,drug2,description,level
5909,Ciclosporin,Aprobarbital,APROBARBITAL/CYCLOSPORINE [VA Drug Interaction],MODERATE
5910,Ciclosporin,Barbital,BARBITAL/CYCLOSPORINE [VA Drug Interaction],MODERATE
5911,Ciclosporin,Butalbital,BUTALBITAL/CYCLOSPORINE [VA Drug Interaction],MODERATE
5912,Ciclosporin,Hexobarbital,CYCLOSPORINE/HEXOBARBITAL [VA Drug Interaction],MODERATE
5913,Metharbital,Ciclosporin,CYCLOSPORINE/METHARBITAL [VA Drug Interaction],MODERATE
5914,Pentobarbital,Ciclosporin,CYCLOSPORINE/PENTOBARBITAL [VA Drug Interaction],MODERATE
5915,Primidone,Ciclosporin,CYCLOSPORINE/PRIMIDONE [VA Drug Interaction],MODERATE
5916,Secobarbital,Ciclosporin,CYCLOSPORINE/SECOBARBITAL [VA Drug Interaction],MODERATE
5917,Talbutal,Ciclosporin,CYCLOSPORINE/TALBUTAL [VA Drug Interaction],MODERATE
5918,Tofacitinib,Ciclosporin,CYCLOSPORINE/TOFACITINIB [VA Drug Interaction],MAJOR
5919,Ciclosporin,Everolimus,CYCLOSPORINE/EVEROLIMUS [VA Drug Interaction],MODERATE
5920,Pethidine,Citalopram,CITALOPRAM/MEPERIDINE [VA Drug Interaction],MODERATE
5921,Pethidine,Clomipramine,CLOMIPRAMINE/MEPERIDINE [VA Drug Interaction],MODERATE
5922,Pethidine,Desvenlafaxine,DESVENLAFAXINE/MEPERIDINE [VA Drug Interaction],MODERATE
5923,Pethidine,Duloxetine,DULOXETINE/MEPERIDINE [VA Drug Interaction],MODERATE
5924,Fluoxetine,Pethidine,FLUOXETINE/MEPERIDINE [VA Drug Interaction],MODERATE
5925,Pethidine,Milnacipran,MEPERIDINE/MILNACIPRAN [VA Drug Interaction],MODERATE
5926,Pethidine,Paroxetine,MEPERIDINE/PAROXETINE [VA Drug Interaction],MODERATE
5927,Pethidine,Sertraline,MEPERIDINE/SERTRALINE [VA Drug Interaction],MODERATE
5928,Pethidine,Vilazodone,MEPERIDINE/VILAZODONE [VA Drug Interaction],MODERATE
5929,Sodium Oxybate,Pethidine,MEPERIDINE/SODIUM OXYBATE [VA Drug Interaction],MAJOR
5930,Apixaban,Acetylsalicylic Acid,APIXABAN/ASPIRIN [VA Drug Interaction],MODERATE
5931,Riociguat,Theophylline,AMINOPHYLLINE/RIOCIGUAT [VA Drug Interaction],MAJOR
5932,Vortioxetine,Pethidine,MEPERIDINE/VORTIOXETINE [VA Drug Interaction],MODERATE
5933,Ibrutinib,Ciclosporin,CYCLOSPORINE/IBRUTINIB [VA Drug Interaction],MODERATE
5934,Simeprevir,Ciclosporin,CYCLOSPORINE/SIMEPREVIR [VA Drug Interaction],MODERATE
5935,Cimetidine,Theophylline,CIMETIDINE/THEOPHYLLINE [VA Drug Interaction],MAJOR
5936,Ciprofloxacin,Theophylline,CIPROFLOXACIN/THEOPHYLLINE [VA Drug Interaction],MAJOR
5937,Erythromycin,Theophylline,ERYTHROMYCIN/THEOPHYLLINE [VA Drug Interaction],MAJOR
5938,Phenobarbital,Theophylline,PHENOBARBITAL/THEOPHYLLINE [VA Drug Interaction],MODERATE
5939,Phenytoin,Theophylline,PHENYTOIN/THEOPHYLLINE [VA Drug Interaction],MODERATE
5940,Enoxacin,Theophylline,ENOXACIN/THEOPHYLLINE [VA Drug Interaction],MAJOR
5941,Theophylline,Ticlopidine,THEOPHYLLINE/TICLOPIDINE [VA Drug Interaction],MODERATE
5942,Diltiazem,Theophylline,DILTIAZEM/THEOPHYLLINE [VA Drug Interaction],MODERATE
5943,Theophylline,Verapamil,THEOPHYLLINE/VERAPAMIL [VA Drug Interaction],MODERATE
5944,Norfloxacin,Theophylline,NORFLOXACIN/THEOPHYLLINE [VA Drug Interaction],MAJOR
5945,Fluoxetine,Theophylline,FLUOXETINE/THEOPHYLLINE [VA Drug Interaction],MODERATE
5946,Clarithromycin,Theophylline,CLARITHROMYCIN/THEOPHYLLINE [VA Drug Interaction],MAJOR
5947,Ritonavir,Theophylline,RITONAVIR/THEOPHYLLINE [VA Drug Interaction],MODERATE
5949,Deferasirox,Theophylline,DEFERASIROX/THEOPHYLLINE [VA Drug Interaction],MODERATE
5951,Rifampicin,Warfarin,RIFAMPIN/WARFARIN [VA Drug Interaction],MAJOR
5952,Gallamine,Gentamicin,GALLAMINE TRIETHIODIDE/GENTAMICIN [VA Drug Interaction],MODERATE
5953,Gallamine,Tobramycin,GALLAMINE TRIETHIODIDE/TOBRAMYCIN [VA Drug Interaction],MODERATE
5954,Amikacin,Gallamine,AMIKACIN/GALLAMINE TRIETHIODIDE [VA Drug Interaction],MODERATE
5955,Sulfafurazole,Warfarin,SULFISOXAZOLE/WARFARIN [VA Drug Interaction],MODERATE
5956,Acebutolol,Glibenclamide,ACEBUTOLOL/GLYBURIDE [VA Drug Interaction],MODERATE
5957,Atenolol,Glibenclamide,ATENOLOL/GLYBURIDE [VA Drug Interaction],MODERATE
5958,Glibenclamide,Metoprolol,GLYBURIDE/METOPROLOL [VA Drug Interaction],MODERATE
5959,Glibenclamide,Propranolol,GLYBURIDE/PROPRANOLOL [VA Drug Interaction],MODERATE
5960,Carteolol,Glibenclamide,CARTEOLOL/GLYBURIDE [VA Drug Interaction],MODERATE
5961,Glibenclamide,Nadolol,GLYBURIDE/NADOLOL [VA Drug Interaction],MODERATE
5962,Glibenclamide,Penbutolol,GLYBURIDE/PENBUTOLOL [VA Drug Interaction],MODERATE
5963,Glibenclamide,Pindolol,GLYBURIDE/PINDOLOL [VA Drug Interaction],MODERATE
5964,Glibenclamide,Timolol,GLYBURIDE/TIMOLOL [VA Drug Interaction],MODERATE
5965,Rifampicin,Theophylline,RIFAMPIN/THEOPHYLLINE [VA Drug Interaction],MODERATE
5966,Theophylline,Rifampicin,AMINOPHYLLINE/RIFAMPIN [VA Drug Interaction],MODERATE
5967,Algeldrate,Ciprofloxacin,ALUMINUM HYDROXIDE/CIPROFLOXACIN [VA Drug Interaction],MODERATE
5968,Aluminium Phosphate,Ciprofloxacin,ALUMINUM PHOSPHATE/CIPROFLOXACIN [VA Drug Interaction],MODERATE
5969,Algeldrate,Tetracycline,ALUMINUM HYDROXIDE/TETRACYCLINE [VA Drug Interaction],MODERATE
5970,Aluminium Phosphate,Tetracycline,ALUMINUM PHOSPHATE/TETRACYCLINE [VA Drug Interaction],MODERATE
5971,Algeldrate,Doxycycline,ALUMINUM HYDROXIDE/DOXYCYCLINE [VA Drug Interaction],MODERATE
5972,Aluminium Phosphate,Doxycycline,ALUMINUM PHOSPHATE/DOXYCYCLINE [VA Drug Interaction],MODERATE
5973,Amfetamine,Isocarboxazid,AMPHETAMINE/ISOCARBOXAZID [VA Drug Interaction],MAJOR
5974,Amfetamine,Pargyline,AMPHETAMINE/PARGYLINE [VA Drug Interaction],MAJOR
5975,Amfetamine,Phenelzine,AMPHETAMINE/PHENELZINE [VA Drug Interaction],MAJOR
5976,Amfetamine,Tranylcypromine,AMPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
5977,Dexamfetamine,Isocarboxazid,DEXTROAMPHETAMINE/ISOCARBOXAZID [VA Drug Interaction],MAJOR
5978,Dexamfetamine,Pargyline,DEXTROAMPHETAMINE/PARGYLINE [VA Drug Interaction],MAJOR
5979,Dexamfetamine,Phenelzine,DEXTROAMPHETAMINE/PHENELZINE [VA Drug Interaction],MAJOR
5980,Dexamfetamine,Tranylcypromine,DEXTROAMPHETAMINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
5981,Liothyronine,Warfarin,LIOTHYRONINE SODIUM/WARFARIN [VA Drug Interaction],MODERATE
5982,Salicylic Acid,Warfarin,SODIUM SALICYLATE/WARFARIN [VA Drug Interaction],MODERATE
5986,Anisindione,Salicylic Acid,ANISINDIONE/SODIUM SALICYLATE [VA Drug Interaction],MAJOR
5990,Acetylsalicylic Acid,Dicoumarol,ASPIRIN/DICUMAROL [VA Drug Interaction],MODERATE
5991,Dicoumarol,Salsalate,DICUMAROL/SALSALATE [VA Drug Interaction],MAJOR
5992,Dicoumarol,Salicylic Acid,DICUMAROL/SODIUM SALICYLATE [VA Drug Interaction],MODERATE
5993,Choline Salicylate,Dicoumarol,CHOLINE SALICYLATE/DICUMAROL [VA Drug Interaction],MAJOR
5995,Dicoumarol,Diflunisal,DICUMAROL/DIFLUNISAL [VA Drug Interaction],MODERATE
5996,Diclofenac,Dicoumarol,DICLOFENAC/DICUMAROL [VA Drug Interaction],MODERATE
5997,Dicoumarol,Fenoprofen,DICUMAROL/FENOPROFEN [VA Drug Interaction],MODERATE
5998,Dicoumarol,Flurbiprofen,DICUMAROL/FLURBIPROFEN [VA Drug Interaction],MODERATE
5999,Dicoumarol,Ibuprofen,DICUMAROL/IBUPROFEN [VA Drug Interaction],MODERATE
6000,Dicoumarol,Indomethacin,DICUMAROL/INDOMETHACIN [VA Drug Interaction],MODERATE
6001,Dicoumarol,Ketoprofen,DICUMAROL/KETOPROFEN [VA Drug Interaction],MODERATE
6002,Dicoumarol,Meclofenamic Acid,DICUMAROL/MECLOFENAMATE SODIUM [VA Drug Interaction],MODERATE
6003,Dicoumarol,Mefenamic Acid,DICUMAROL/MEFENAMIC ACID [VA Drug Interaction],MODERATE
6004,Dicoumarol,Naproxen,DICUMAROL/NAPROXEN [VA Drug Interaction],MODERATE
6005,Dicoumarol,Piroxicam,DICUMAROL/PIROXICAM [VA Drug Interaction],MODERATE
6006,Dicoumarol,Sulindac,DICUMAROL/SULINDAC [VA Drug Interaction],MODERATE
6007,Dicoumarol,Tolmetin,DICUMAROL/TOLMETIN [VA Drug Interaction],MODERATE
6008,Dicoumarol,Etodolac,DICUMAROL/ETODOLAC [VA Drug Interaction],MODERATE
6009,Dicoumarol,Phenylbutazone,DICUMAROL/PHENYLBUTAZONE [VA Drug Interaction],MAJOR
6012,Amiloride,Potassium Hydrogencarbonate,AMILORIDE/POTASSIUM BICARBONATE [VA Drug Interaction],MODERATE
6013,Potassium Hydrogencarbonate,Spironolactone,POTASSIUM BICARBONATE/SPIRONOLACTONE [VA Drug Interaction],MODERATE
6014,Potassium Hydrogencarbonate,Triamterene,POTASSIUM BICARBONATE/TRIAMTERENE [VA Drug Interaction],MODERATE
6016,Dicoumarol,Nabumetone,DICUMAROL/NABUMETONE [VA Drug Interaction],MODERATE
6017,Thiamazole,Warfarin,METHIMAZOLE/WARFARIN [VA Drug Interaction],MODERATE
6018,Glibenclamide,Sotalol,GLYBURIDE/SOTALOL [VA Drug Interaction],MODERATE
6019,Betaxolol,Glibenclamide,BETAXOLOL/GLYBURIDE [VA Drug Interaction],MODERATE
6020,Glibenclamide,Labetalol,GLYBURIDE/LABETALOL [VA Drug Interaction],MODERATE
6021,Cimetidine,Tacrine,CIMETIDINE/TACRINE HYDROCHLORIDE [VA Drug Interaction],MODERATE
6022,Tacrine,Theophylline,TACRINE HYDROCHLORIDE/THEOPHYLLINE [VA Drug Interaction],MODERATE
6023,Ciclosporin,Rifampicin,CYCLOSPORINE/RIFAMPIN [VA Drug Interaction],MAJOR
6024,Algeldrate,Enoxacin,ALUMINUM HYDROXIDE/ENOXACIN [VA Drug Interaction],MODERATE
6025,Aluminium Phosphate,Enoxacin,ALUMINUM PHOSPHATE/ENOXACIN [VA Drug Interaction],MODERATE
6026,Carbaldrate,Enoxacin,DIHYDROXYALUMINUM SODIUM CARBONATE/ENOXACIN [VA Drug Interaction],MODERATE
6027,Itraconazole,Rifampicin,ITRACONAZOLE/RIFAMPIN [VA Drug Interaction],MODERATE
6028,Algeldrate,Lomefloxacin,ALUMINUM HYDROXIDE/LOMEFLOXACIN [VA Drug Interaction],MODERATE
6029,Aluminium Phosphate,Lomefloxacin,ALUMINUM PHOSPHATE/LOMEFLOXACIN [VA Drug Interaction],MODERATE
6030,Carbaldrate,Lomefloxacin,DIHYDROXYALUMINUM SODIUM CARBONATE/LOMEFLOXACIN [VA Drug Interaction],MODERATE
6031,Benazepril,Potassium Hydrogencarbonate,BENAZEPRIL/POTASSIUM BICARBONATE [VA Drug Interaction],MODERATE
6032,Fosinopril,Potassium Hydrogencarbonate,FOSINOPRIL/POTASSIUM BICARBONATE [VA Drug Interaction],MODERATE
6033,Potassium Hydrogencarbonate,Quinapril,POTASSIUM BICARBONATE/QUINAPRIL [VA Drug Interaction],MODERATE
6034,Potassium Hydrogencarbonate,Ramipril,POTASSIUM BICARBONATE/RAMIPRIL [VA Drug Interaction],MODERATE
6035,Dicoumarol,Oxaprozin,DICUMAROL/OXAPROZIN [VA Drug Interaction],MODERATE
6037,Cimetidine,Venlafaxine,CIMETIDINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MODERATE
6038,Isocarboxazid,Venlafaxine,ISOCARBOXAZID/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MODERATE
6039,Phenelzine,Venlafaxine,PHENELZINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MAJOR
6040,Tranylcypromine,Venlafaxine,TRANYLCYPROMINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MAJOR
6041,Pargyline,Venlafaxine,PARGYLINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MODERATE
6042,Selegiline,Venlafaxine,SELEGILINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],MAJOR
6043,Acetohexamide,Bisoprolol,ACETOHEXAMIDE/BISOPROLOL FUMARATE [VA Drug Interaction],MODERATE
6044,Bisoprolol,Chlorpropamide,BISOPROLOL FUMARATE/CHLORPROPAMIDE [VA Drug Interaction],MODERATE
6045,Bisoprolol,Cimetidine,BISOPROLOL FUMARATE/CIMETIDINE [VA Drug Interaction],MODERATE
6046,Bisoprolol,Epinephrine,BISOPROLOL FUMARATE/EPINEPHRINE [VA Drug Interaction],MODERATE
6047,Bisoprolol,Felodipine,BISOPROLOL FUMARATE/FELODIPINE [VA Drug Interaction],MODERATE
6048,Bisoprolol,Glipizide,BISOPROLOL FUMARATE/GLIPIZIDE [VA Drug Interaction],MODERATE
6049,Bisoprolol,Glibenclamide,BISOPROLOL FUMARATE/GLYBURIDE [VA Drug Interaction],MODERATE
6050,Bisoprolol,Indomethacin,BISOPROLOL FUMARATE/INDOMETHACIN [VA Drug Interaction],MODERATE
6051,Bisoprolol,Piroxicam,BISOPROLOL FUMARATE/PIROXICAM [VA Drug Interaction],MODERATE
6052,Bisoprolol,Sulindac,BISOPROLOL FUMARATE/SULINDAC [VA Drug Interaction],MODERATE
6053,Bisoprolol,Tolazamide,BISOPROLOL FUMARATE/TOLAZAMIDE [VA Drug Interaction],MODERATE
6054,Bisoprolol,Tolbutamide,BISOPROLOL FUMARATE/TOLBUTAMIDE [VA Drug Interaction],MODERATE
6055,Bisoprolol,Verapamil,BISOPROLOL FUMARATE/VERAPAMIL [VA Drug Interaction],MAJOR
6056,Fluvoxamine,Isocarboxazid,FLUVOXAMINE MALEATE/ISOCARBOXAZID [VA Drug Interaction],MAJOR
6057,Fluvoxamine,Pargyline,FLUVOXAMINE MALEATE/PARGYLINE [VA Drug Interaction],MAJOR
6058,Fluvoxamine,Phenelzine,FLUVOXAMINE MALEATE/PHENELZINE [VA Drug Interaction],MAJOR
6059,Fluvoxamine,Selegiline,FLUVOXAMINE MALEATE/SELEGILINE [VA Drug Interaction],MAJOR
6060,Fluvoxamine,Tranylcypromine,FLUVOXAMINE MALEATE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
6063,Heparin,Salicylic Acid,HEPARIN/SODIUM SALICYLATE [VA Drug Interaction],MODERATE
6064,Ketoconazole,Rifampicin,KETOCONAZOLE/RIFAMPIN [VA Drug Interaction],MODERATE
6068,Fluvoxamine,Theophylline,FLUVOXAMINE MALEATE/THEOPHYLLINE [VA Drug Interaction],MODERATE
6069,Bromocriptine,Isometheptene,BROMOCRIPTINE/ISOMETHEPTENE MUCATE [VA Drug Interaction],MODERATE
6070,Ciclosporin,Sulfafurazole,CYCLOSPORINE/SULFISOXAZOLE [VA Drug Interaction],MODERATE
6071,Ethotoin,Fluvoxamine,ETHOTOIN/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6072,Fluvoxamine,Mephenytoin,FLUVOXAMINE MALEATE/MEPHENYTOIN [VA Drug Interaction],MODERATE
6073,Fluvoxamine,Phenytoin,FLUVOXAMINE MALEATE/PHENYTOIN [VA Drug Interaction],MODERATE
6074,Astemizole,Fluvoxamine,ASTEMIZOLE/FLUVOXAMINE MALEATE [VA Drug Interaction],MAJOR
6075,Fluvoxamine,Terfenadine,FLUVOXAMINE MALEATE/TERFENADINE [VA Drug Interaction],MAJOR
6076,Carbamazepine,Ethinylestradiol,CARBAMAZEPINE/ETHINYL ESTRADIOL [VA Drug Interaction],MODERATE
6078,Carbamazepine,Norethisterone,CARBAMAZEPINE/NORETHINDRONE [VA Drug Interaction],MODERATE
6079,Theophylline,Fluvoxamine,AMINOPHYLLINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6080,Amitriptyline,Fluvoxamine,AMITRIPTYLINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6081,Clomipramine,Fluvoxamine,CLOMIPRAMINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6082,Doxepin,Fluvoxamine,DOXEPIN/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6083,Fluvoxamine,Imipramine,FLUVOXAMINE MALEATE/IMIPRAMINE [VA Drug Interaction],MODERATE
6084,Fluvoxamine,Trimipramine,FLUVOXAMINE MALEATE/TRIMIPRAMINE [VA Drug Interaction],MODERATE
6085,Amoxapine,Fluvoxamine,AMOXAPINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6086,Desipramine,Fluvoxamine,DESIPRAMINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MODERATE
6087,Fluvoxamine,Nortriptyline,FLUVOXAMINE MALEATE/NORTRIPTYLINE [VA Drug Interaction],MODERATE
6088,Fluvoxamine,Protriptyline,FLUVOXAMINE MALEATE/PROTRIPTYLINE [VA Drug Interaction],MODERATE
6089,Ephedrine,Potassium Hydrogencarbonate,EPHEDRINE/POTASSIUM BICARBONATE [VA Drug Interaction],MODERATE
6090,Potassium Hydrogencarbonate,Pseudoephedrine,POTASSIUM BICARBONATE/PSEUDOEPHEDRINE [VA Drug Interaction],MODERATE
6091,Doxycycline,Rifampicin,DOXYCYCLINE/RIFAMPIN [VA Drug Interaction],MODERATE
6092,Rifampicin,Tacrolimus,RIFAMPIN/TACROLIMUS [VA Drug Interaction],MODERATE
6094,Rifampicin,Saquinavir,RIFAMPIN/SAQUINAVIR [VA Drug Interaction],MAJOR
6095,Fluconazole,Rifampicin,FLUCONAZOLE/RIFAMPIN [VA Drug Interaction],MODERATE
6096,Quinidine,Rifampicin,QUINIDINE/RIFAMPIN [VA Drug Interaction],MODERATE
6097,Isocarboxazid,Isometheptene,ISOCARBOXAZID/ISOMETHEPTENE MUCATE [VA Drug Interaction],MODERATE
6098,Isometheptene,Phenelzine,ISOMETHEPTENE MUCATE/PHENELZINE [VA Drug Interaction],MAJOR
6099,Isometheptene,Tranylcypromine,ISOMETHEPTENE MUCATE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
6100,Isometheptene,Pargyline,ISOMETHEPTENE MUCATE/PARGYLINE [VA Drug Interaction],MODERATE
6101,Dicoumarol,Miconazole,DICUMAROL/MICONAZOLE [VA Drug Interaction],MAJOR
6102,Dicoumarol,Fluconazole,DICUMAROL/FLUCONAZOLE [VA Drug Interaction],MAJOR
6103,Dicoumarol,Ketoconazole,DICUMAROL/KETOCONAZOLE [VA Drug Interaction],MAJOR
6104,Dicoumarol,Itraconazole,DICUMAROL/ITRACONAZOLE [VA Drug Interaction],MAJOR
6105,Astemizole,Indinavir,ASTEMIZOLE/INDINAVIR SULFATE [VA Drug Interaction],MAJOR
6106,Indinavir,Terfenadine,INDINAVIR SULFATE/TERFENADINE [VA Drug Interaction],MAJOR
6107,Indinavir,Midazolam,INDINAVIR SULFATE/MIDAZOLAM [VA Drug Interaction],MAJOR
6108,Indinavir,Triazolam,INDINAVIR SULFATE/TRIAZOLAM [VA Drug Interaction],MAJOR
6109,Cisapride,Indinavir,CISAPRIDE/INDINAVIR SULFATE [VA Drug Interaction],MAJOR
6110,Theophylline,Fosphenytoin,AMINOPHYLLINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6111,Chloramphenicol,Fosphenytoin,CHLORAMPHENICOL/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6112,Cimetidine,Fosphenytoin,CIMETIDINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MAJOR
6113,Ciclosporin,Fosphenytoin,CYCLOSPORINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MAJOR
6783,Linezolid,Rifampicin,LINEZOLID/RIFAMPIN [VA Drug Interaction],MODERATE
6114,Disulfiram,Fosphenytoin,DISULFIRAM/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6115,Doxycycline,Fosphenytoin,DOXYCYCLINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6116,Felbamate,Fosphenytoin,FELBAMATE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6117,Felodipine,Fosphenytoin,FELODIPINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6118,Fluoxetine,Fosphenytoin,FLUOXETINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6119,Fluvoxamine,Fosphenytoin,FLUVOXAMINE MALEATE/FOSPHENYTOIN SODIUM [VA Drug Interaction],MODERATE
6120,Fosphenytoin,Isoniazid,FOSPHENYTOIN SODIUM/ISONIAZID [VA Drug Interaction],MODERATE
6121,Fosphenytoin,Teniposide,FOSPHENYTOIN SODIUM/TENIPOSIDE [VA Drug Interaction],MODERATE
6122,Fosphenytoin,Theophylline,FOSPHENYTOIN SODIUM/THEOPHYLLINE [VA Drug Interaction],MODERATE
6123,Fosphenytoin,Warfarin,FOSPHENYTOIN SODIUM/WARFARIN [VA Drug Interaction],MODERATE
6124,Fosphenytoin,Itraconazole,FOSPHENYTOIN SODIUM/ITRACONAZOLE [VA Drug Interaction],MODERATE
6125,Desogestrel,Rifampicin,DESOGESTREL/RIFAMPIN [VA Drug Interaction],MAJOR
6126,Ethinylestradiol,Rifampicin,ETHINYL ESTRADIOL/RIFAMPIN [VA Drug Interaction],MAJOR
6128,Levonorgestrel,Rifampicin,LEVONORGESTREL/RIFAMPIN [VA Drug Interaction],MAJOR
6129,Mestranol,Rifampicin,MESTRANOL/RIFAMPIN [VA Drug Interaction],MAJOR
6130,Norethisterone,Rifampicin,NORETHINDRONE/RIFAMPIN [VA Drug Interaction],MAJOR
6131,Norethynodrel,Rifampicin,NORETHYNODREL/RIFAMPIN [VA Drug Interaction],MAJOR
6132,Medroxyprogesterone,Rifampicin,MEDROXYPROGESTERONE/RIFAMPIN [VA Drug Interaction],MAJOR
6133,Norgestimate,Rifampicin,NORGESTIMATE/RIFAMPIN [VA Drug Interaction],MAJOR
6135,Ethinylestradiol,Rifabutin,ETHINYL ESTRADIOL/RIFABUTIN [VA Drug Interaction],MAJOR
6136,Norethisterone,Rifabutin,NORETHINDRONE/RIFABUTIN [VA Drug Interaction],MODERATE
6138,Haloperidol,Rifampicin,HALOPERIDOL/RIFAMPIN [VA Drug Interaction],MODERATE
6139,Haloperidol,Tacrine,HALOPERIDOL/TACRINE HYDROCHLORIDE [VA Drug Interaction],MODERATE
6140,Phytomenadione,Warfarin,VITAMIN K/WARFARIN [VA Drug Interaction],MODERATE
6141,Carbamazepine,Dextropropoxyphene,CARBAMAZEPINE/PROPOXYPHENE [VA Drug Interaction],MODERATE
6142,Azithromycin,Ergotamine,AZITHROMYCIN/ERGOTAMINE TARTRATE [VA Drug Interaction],MAJOR
6143,Clarithromycin,Ergotamine,CLARITHROMYCIN/ERGOTAMINE TARTRATE [VA Drug Interaction],MAJOR
6144,Dirithromycin,Ergotamine,DIRITHROMYCIN/ERGOTAMINE TARTRATE [VA Drug Interaction],MAJOR
6145,Ergotamine,Erythromycin,ERGOTAMINE TARTRATE/ERYTHROMYCIN [VA Drug Interaction],MAJOR
6146,Fosphenytoin,Ticlopidine,FOSPHENYTOIN SODIUM/TICLOPIDINE [VA Drug Interaction],MODERATE
6147,Ephedrine,Trometamol,EPHEDRINE/TROMETHAMINE [VA Drug Interaction],MODERATE
6148,Pseudoephedrine,Trometamol,PSEUDOEPHEDRINE/TROMETHAMINE [VA Drug Interaction],MODERATE
6149,Clozapine,Fluvoxamine,CLOZAPINE/FLUVOXAMINE MALEATE [VA Drug Interaction],MAJOR
6150,Fludrocortisone,Rifampicin,FLUDROCORTISONE/RIFAMPIN [VA Drug Interaction],MODERATE
6151,Fluvastatin,Gemfibrozil,FLUVASTATIN SODIUM/GEMFIBROZIL [VA Drug Interaction],MODERATE
6152,Gallamine,Kanamycin,GALLAMINE TRIETHIODIDE/KANAMYCIN [VA Drug Interaction],MODERATE
6153,Gallamine,Neomycin,GALLAMINE TRIETHIODIDE/NEOMYCIN [VA Drug Interaction],MODERATE
6154,Gallamine,Netilmicin,GALLAMINE TRIETHIODIDE/NETILMICIN [VA Drug Interaction],MODERATE
6155,Gallamine,Streptomycin,GALLAMINE TRIETHIODIDE/STREPTOMYCIN [VA Drug Interaction],MODERATE
6156,Gentamicin,Metocurine,GENTAMICIN/METOCURINE IODIDE [VA Drug Interaction],MODERATE
6157,Hydrocortisone,Rifampicin,HYDROCORTISONE/RIFAMPIN [VA Drug Interaction],MODERATE
6159,Kanamycin,Metocurine,KANAMYCIN/METOCURINE IODIDE [VA Drug Interaction],MODERATE
6160,Anisindione,Liothyronine,ANISINDIONE/LIOTHYRONINE SODIUM [VA Drug Interaction],MODERATE
6161,Anisindione,Methylphenobarbital,ANISINDIONE/MEPHOBARBITAL [VA Drug Interaction],MAJOR
6162,Anisindione,Thiamazole,ANISINDIONE/METHIMAZOLE [VA Drug Interaction],MODERATE
6163,Clofibrate,Dicoumarol,CLOFIBRATE/DICUMAROL [VA Drug Interaction],MAJOR
6164,Dicoumarol,Levothyroxine Sodium,DICUMAROL/LEVOTHYROXINE SODIUM [VA Drug Interaction],MODERATE
6165,Dicoumarol,Liothyronine,DICUMAROL/LIOTHYRONINE SODIUM [VA Drug Interaction],MODERATE
6166,Dicoumarol,Methylphenobarbital,DICUMAROL/MEPHOBARBITAL [VA Drug Interaction],MAJOR
6167,Dicoumarol,Thiamazole,DICUMAROL/METHIMAZOLE [VA Drug Interaction],MODERATE
6168,Dicoumarol,Methyl Salicylate,DICUMAROL/METHYL SALICYLATE [VA Drug Interaction],MODERATE
6169,Dicoumarol,Oxyphenbutazone,DICUMAROL/OXYPHENBUTAZONE [VA Drug Interaction],MAJOR
6170,Dicoumarol,Pentobarbital,DICUMAROL/PENTOBARBITAL [VA Drug Interaction],MAJOR
6171,Dicoumarol,Phenobarbital,DICUMAROL/PHENOBARBITAL [VA Drug Interaction],MAJOR
6172,Dicoumarol,Primidone,DICUMAROL/PRIMIDONE [VA Drug Interaction],MAJOR
6173,Dicoumarol,Propylthiouracil,DICUMAROL/PROPYLTHIOURACIL [VA Drug Interaction],MODERATE
6174,Dicoumarol,Secobarbital,DICUMAROL/SECOBARBITAL [VA Drug Interaction],MAJOR
6175,Liothyronine,Phenprocoumon,LIOTHYRONINE SODIUM/PHENPROCOUMON [VA Drug Interaction],MODERATE
6176,Methylphenobarbital,Phenprocoumon,MEPHOBARBITAL/PHENPROCOUMON [VA Drug Interaction],MAJOR
